CODE=000001.SZ
20070621,0.1,PaiXi,13.13,0.9992
20080808,1.1615,PaiXi,5.26,0.9777
20090825,1.096,PaiXi,7.38,0.9853
20100806,0.449,PaiXi,9.26,0.9957
20120816,0.3,PaiXi,5.83,0.9949
20130606,0.3,PaiXi,6.84,0.9956
20140808,0.4,PaiXi,10.36,0.9962
20150813,0.4,PaiXi,24.78,0.9984
20160817,0.5,PaiXi,27.3,0.9982
20170815,0.4,PaiXi,27.44,0.9985
20180816,0.5,PaiXi,13.21,0.9962
20190816,0.6,PaiXi,11.83,0.995
20200724,0.1,PaiXi,19.32,0.9995
CODE=000025.SZ
19940520,0.5,PaiXi,5.41,0.8272
19940520,2,SongGu,5.41,0.8272
19950711,0.5,PaiXi,4,0.8989
19950711,0.5,SongGu,4,0.8989
19950711,0.5,ZhuanZeng,4,0.8989
20000419,0,GengMing,14.46,1
20060104,0,GengMing,3.18,1
20060104,4,SongGu,3.18,1
20060308,0,GengMing,3.37,1
20061009,0,GengMing,3.95,1
20150327,7700,ZengFa,19.66,1
20190515,4.5,ZhuanZeng,20.41,0.6895
20200527,0.42,PaiXi,17.81,0.9978
20210628,0.2,PaiXi,14.83,0.9987
CODE=000026.SZ
19940706,1,PaiXi,8.38,1
19940706,3,SongGu,8.38,1
19940706,2,ZhuanZeng,8.38,1
19960102,3,PeiGu,5.84,0.8011
19960102,3,PaiXi,5.84,0.8011
19960102,2,SongGu,5.84,0.8011
19960624,2,PaiXi,8.27,0.8172
19960624,2,SongGu,8.27,0.8172
19970715,1,PaiXi,19.06,0.9948
19971030,2,PeiGu,18.93,0.8963
19980108,5,ZhuanZeng,14.93,0.6665
19980826,1,PaiXi,9.86,0.99
19990810,1.8,PaiXi,9.32,0.9811
20000726,1,PaiXi,12.15,0.9918
20020719,0.5,PaiXi,15.44,0.9968
20061009,0,GengMing,0,1
20071109,0,GengMing,21.57,1
20071109,3.1,SongGu,21.57,1
20080626,1,PaiXi,8.39,0.9882
20090715,1,PaiXi,9.52,0.9896
20100804,1,PaiXi,13.65,0.9927
20101230,3123.048,ZengFa,17.47,1
20110427,1,PaiXi,12.92,0.7103
20110427,4,ZhuanZeng,12.92,0.7103
20120601,1,PaiXi,11.2,0.9912
20130813,1,PaiXi,7.07,0.9861
20140731,1,PaiXi,8.77,0.9887
20150806,1,PaiXi,12.73,0.9922
20160115,4597.701,ZengFa,12.45,1
20160624,1,PaiXi,10.86,0.9909
20170622,1,PaiXi,12.34,0.992
20180730,2,PaiXi,8.42,0.9768
20190130,422.4,Jili,0,1
20190812,2.008128,PaiXi,6.79,0.9714
20200113,0,GengMing,11.44,1
20200701,2,PaiXi,8.73,0.9776
20210129,766,Jili,12.8,1
20210601,4.084341,PaiXi,14.45,0.9724
CODE=000027.SZ
19940630,0.63,PaiXi,3.22,0.8944
19940630,1,SongGu,3.22,0.8944
19950821,1,PaiXi,3.42,0.886
19950821,1,SongGu,3.42,0.886
19960813,1.5,PaiXi,8.92,0.937
